ID,Name,First,Last,City,State,Publisher,Subject,Link
4838,"The Pine Log",1939,1939,"New Bern","North Carolina","Civilian Conservation Corps","Civilian Conservation Corps",
4839,"Pine Needle",19636,1940,"New Lisbon","New Jersey","Civilian Conservation Corps","Civilian Conservation Corps",
4840,"The Pine Torch",1911,,"Piney Woods","Mississippi","Piney Woods Country Life School","School newsletter | Religion | Education",
4843,"The Pipe Bearer",1942,1944,"Mesa","Arizona","Pipe Bearer Group","Community newsletter",
4846,"Pittsburgh Human Relations Review",1956,,"Pittsburgh","Pennsylvania","Commission on Human Relations","Segregation | Race relations | Housing",
4847,"A Place to Enter",1995,,"New York","New York","Drayton-Iton Communications, Inc.","Short stories",
4848,"Plain Talking Magazine",1931,,"Los Angeles","California","Ward, Artis N„","Religion | Race relations | Politics",
4850,"The Plain Truth of New Orleans",1969,1970,"New Orleans","Louisiana","Free Southern Theater Journalists","Politics | Business | Africa",
4853,"The Plantation Missionary",1890,,"Beloit","Alabama","Industrial Missionary Association of Alabama","Temperance | Religion | Missions",
4854,"The Platform",1986,,"Chicago","Illinois","Enixam Enterprises","Religion",
4855,"Platinum Press",1996,,"San Francisco","California","Whitney Houston Platinum Club","Musicians | Houston, Whitney",
4856,"Players: For the Progressive Male",1973,,"Los Angeles","California","Players International Publications","Sex | Music | Entertainment",
4857,"Players Cream: of the Crop",1992,,"Los Angeles","California","Players International Publications","Sex",
4858,"Playtime",1990,,"Brooklyn","New York","Paul Robeson Theatre","Theater",
4859,"The Plumb Line",1911,,"Baton Rouge","Louisiana","M.W. Prince Hall Grand Lodge, F. & A.M.","M.W. Prince Hall Grand Lodge, F. & A.M. | Freemasons",
4860,"Poems by Blacks",1970,,"Hobbs","New Mexico","South and West, Inc.","Poetry",
4861,"Poetry Power",1980,1981,"Washington","District of Columbia","Metropolitan Literary Associates","Poetry",
4862,"Point Breeze Rugcuttings",1938,1938,"Cape May Courthouse","New Jersey","Civilian Conservation Corps","Civilian Conservation Corps",
4863,"Point of Production",1972,,"Detroit","Michigan","Black Workers Congress","World politics | Vietnam War | Radical politics | Labor | Africa",
4864,"Point of View",1984,1989,"Washington","District of Columbia","Congressional Black Caucus Foundation, Inc.","United States Congress | Law and legislation | International relations | Civil rights",
4865,"Points",1975,,"Daytona Beach","Florida","Bethune-Cookman College (Daytona Beach, FL)","Colleges and universities—Students (continued) | Bethune-Cookman College (Daytona Beach, FL)",
4866,"Police Beat",1995,,"Grambling","Louisiana","Grambling State University (Grambling, LA)","Grambling State University (Grambling, LA) | Crime prevention | Colleges and universities",
4867,"Policy Review",1994,,"Washington","District of Columbia","Congressional Black Caucus Foundation, Inc.","Politics | Congressional Black Caucus",
4868,"Politicizer",1973,,"New York","New York","National Urban League, Citizen Education Department","Politics | National Urban League Citizen Education Department",
4870,"Portfolio",1990,,"Hewlett","New York","Portfolio Magazine","Sex",
4875,"Positive: A Magazine for Today and Tomorrow’s Black Man",1987,,"Manhattanville Station","New York","Moorer, George W. Jr.","Men | Health | Fashion",
4876,"Positive Energy Newsletter",1986,,"Washington","District of Columbia","Chandler, Alice","Politics | Pan-Africanism | Culture",
4877,"Positive Strides",1993,1995,"Grambling","Louisiana","Grambling State University, Division of Student Affairs","Grambling State University (Grambling, LA) | Colleges and universities—Students (continued)",
4878,"Positively Yours",1989,,"New York","New York","Harlem United: Community AIDS Center","Health | AIDS",
4879,"The Postal Alliance",1917,,"St. Louis","Missouri","National Alliance of Postal Employees","Trade Unions | Postal employees | Labor",
4880,"Poverty Law Reporter",1973,,"Montgomery","Alabama","Southern Poverty Law Center","Women prisoners | Prison reform | Law and legislation",
4881,"POW Journal",1971,,"Chicago","Illinois","New Afrikan POWs","Prisons | Prisoners | Police brutality",
4882,"Power: Urban Entertainment Exclusive",1901,,"Schaumburg","Illinois","Black, Astor","Music | Film reviews | Entertainment",
4883,"Power for Living Adult Quarterly",1995,,"Memphis","Tennessee","Church of God in Christ Publishing House","Religion | Church of God in Christ",
4884,"Power for Living Senior High Quarterly",1965,,"Memphis","Tennessee","Church of God in Christ Publishing House","Religion | Education (Secondary) | Church of God in Christ",
4885,"Power Man",1972,1978,"New York","New York","Magazine Management","Comic books, strips, etc.",
4886,"The Power of the Word NOMMO: Afro-American Studies Newsletter",1976,1996,"West Lafayette","Indiana","Purdue University, African American Studies and Research Center","Purdue University Afro-American Studies Center (West Lafayette, IN) | Colleges and universities",
4887,"Power Stars",1985,,"Arlington","Virginia","Madison Comics","Comic books, strips, etc.",
4888,"Powerknights",1992,,"Greensboro","North Carolina","UP Comics","Comic books, strips, etc.",
4889,"Prairie Review",1986,1986,"Prairie View","Texas","Prairie View A&M University (Prairie View, TX)","Prairie View A & M University (Prairie View, TX) | Colleges and universities—Faculty and staff",
4890,"Prairie Schooner",1968,1980,"Prairie View","Texas","Prairie View A&M University (Prairie View, TX)","Prairie View A & M University (Prairie View, TX) | Navy ROTC | Military service | Colleges and universities—Students (continued)",
4891,"Prairie View A & M Now",1968,1969,"Prairie View","Texas","Prairie View A&M University, Department of College Relations and Development","Prairie View A & M University (Prairie View, TX) | Colleges and universities—Students (continued)",
4893,"The Prairie View. .. Faculty Reporter",1967,,"Prairie View","Texas","Prairie View A & M College (Prairie View, TX)","Prairie View A & M University (Prairie View, TX) | Colleges and universities—Faculty and staff",
4894,"The Prairie View Guardian",1967,1973,"Prairie View","Texas","Prairie View A & M College (Prairie View, TX)","Prairie View A & M University (Prairie View, TX) | Colleges and universities—Students (continued)",
4897,"The Prairie View Week",1933,1943,"Prairie View","Texas","Prairie View A & M College (Prairie View, TX)","Prairie View A & M University (Prairie View, TX) | Colleges and universities—Students (continued)",
4899,"Praisesinger",1974,,"San Francisco","California","African-American Historical and Cultural Society of San Francisco","History",
4900,"Pre-Centennial Bulletin",1972,1973,"Birmingham","Alabama","Sixteenth Street Baptist Church","Sixteenth Street Baptist Church | Baptist Church",
4902,"Pre-College Focus",1994,,"Jackson","Mississippi","Jackson State University, School of Science and Technology","School of Science and Technology, Jackson State University (Jackson, MS) | Colleges and universities—Students (continued)",
4903,"Pre-Med Club",1996,,"Grambling","Louisiana","Grambling State University, Biological Sciences Department","Pre-med students | Grambling State University (Grambling, LA) | Colleges and universities—Students (continued)",
4904,"The ‘Prentice",1953,,"Talladega","Alabama","Talladega College (Talladega, AL)","Talladega College (Talladega, AL) | Colleges and universities—Students (continued) | Apprenticeship programs",
4906,"Prescription",1970,,"Washington","District of Columbia","Howard University, College of Pharmacy and Pharmacal Sciences","Pharmacy education | Howard University",
4907,"Presence",1994,,"Detroit","Michigan","Nixon, Delvis P.","Women | Health | Fashion | Beauty",
4909,"Presidential Strokes",1989,,"Baton Rouge","Louisiana","Southern University and A & M College","Southern University and A & M College (Baton Rouge, LA) | Colleges and universities—Faculty and staff",
4910,"The President’s Connector",1988,1993,"Jefferson City","Missouri","Lincoln University (Jefferson City, MO)","Lincoln University (Jefferson City, MO) | Colleges and universities—Students (continued)",
4911,"Presidents Newsletter",1963,,"Chicago","Illinois","National Association of Negro Musicians","Musicians | Music",
4912,"The President’s Newsletter",1979,1983,"Grambling","Louisiana","Grambling State University, Office of Public Relations","Grambling State University (Grambling, LA) | Colleges and universities—Students (continued)",
4914,"President’s Update",1989,,"Jackson","Mississippi","Jackson State University, National Alumni Association, Inc.","Jackson State University (Jackson, MS) | Colleges and universities—Alumni",
4916,"Presstime",1982,1985,"Bronx","New York","Free Spirit Press","Short stories | Publishers and publishing | Poetry | Art",
4917,"Pride: The Magazine That Has Everything",1965,1978,"Cincinnati","Ohio","Redmon Publishing Company","Race relations | Entertainment | Art",
4918,"Pride Magazine",1971,,"New York","New York","Harlem Institute of Fashion; The Black Fashion Museum; National Association of Milliners, Dressmaker","Lifestyle | Fashion",
4919,"Pride Magazine",1978,,"Dayton","Ohio","Sherrer Studio","Lifestyle",
4920,"Primer",1973,1978,"East Orange","New Jersey","National Conference of Black and Non-White YMCA Laymen","Young Men’s Christian Association (YMCA) | National Conference of Black and Non-White YMCA Laymen",
4922,"Prince Hall Fremasons’Journal",1970,,"Chicago","Illinois","Prince Hall Grand Lodge of Illinois","Prince Hall Grand Lodge, Free and Accepted Masons of Illinois | Freemasons | Fraternal organizations",
4925,"The Prince Hall Masonic Review",1937,,"Atlanta","Georgia","Prince Hall Masons","Prince Hall Masons",
4926,"Prince Hall Sentinel",1948,,"New York","New York","Prince Hall Grand Lodge, F. & A.M.","Prince Hall Masons | Freemasons",
4927,"Principia",1859,1866,"New York","New York","Alden, Joseph","Temperance | Slavery | Religion | Reconstruction | Poetry | Civil War | Abolitionists",
4928,"Priority: The Hilltop Magazine",1973,,"Washington","District of Columbia","Howard University (Washington, DC)","Howard University",
4929,"The Prize",1994,,"Washington","District of Columbia","Navigators African-American Entity","Religion | Navigators African-American Entity",
4930,"Probe",1989,1992,"Washington","District of Columbia","Howard University, Hospital, Marketing and Development Department","Medical personnel | Howard University | Hospitals",
4931,"Probe",1988,,"New York","New York","African-American Medical Council","Health Care | Health",
4932,"The Probe: The Voice of the New African American Community",1967,1967,"New York","New York","Calloway, Al","Politics | Poetry | History | Food | Fashion | Entertainment | Drug abuse",
4934,"Process",1981,,"Jefferson City","Missouri","Lincoln University (Jefferson City, MO)","Lincoln University (Jefferson City, MO) | Creative writing | Colleges and universities—Students (continued)",
4935,"The Production Room: Notes for the Hip Hop Producer",1993,1995,"New York","New York","Ewen, SamLove","Music industry | Music | Hip hop culture",
4936,"The Professional",1993,,"Chicago","Illinois","BDPA Chicago Chapter Communications Department","Economics | Data Processing | Business | Black Data Processing Associates",
4937,"Professional Edge",1994,,"Washington","District of Columbia","National Black Media Coalition","Television | National Black Media Coalition | Media",
4939,"Profile: The Toledo Black Photo-Newsmagazine",1968,,"Toledo","Ohio","Sanders, Alfred L.","Community newsletter",
4940,"Profiles",1979,1983,"Washington","District of Columbia","Howard University, Graduate School of Arts and Sciences","Howard University | Colleges and universities—Faculty and staff",
4941,"Profiles",1986,,"Washington","District of Columbia","Howard University, Office of the Dean","Howard University | Colleges and universities—Students (continued)",
4943,"Profiles in Communication",1972,,"Hampton","Virginia","Hampton Institute, Department of Fine Arts & Humanities","Humanities | Hampton Institute (Hampton, VA) | Drama | Communications | Colleges and universities—Students (continued)",
4944,"Profiles in Excellence",1996,,"Landover","Missouri","Giant Food & Colgate-Palmolive Company","Biography",
4945,"Profits",1970,,"Washington","District of Columbia","Howard University, Institute for Minority Business Education","Finance | Economics | Business education | Business",
4946,"Program for the Celebration of Julius Rosenwald Day in Alabama",1932,,"Montgomery","Alabama","State Board of Education, Alabama","Memorials | Julius Rosenwald Day",
4947,"Progress: A Report from Roosevelt College",1946,,"Chicago","Illinois","Roosevelt College (Chicago, IL)","Roosevelt College (Chicago, IL) | Colleges and universities—Students (continued)",
4949,"Progress in Race Relations in Georgia",1922,,"Atlanta","Georgia","Georgia Committee on Race Relations","Southern States—Race relations",
4950,"Progress Newsletter",1967,,"Jefferson City","Missouri","Missouri Commission on Human Rights","Segregation in education | Missouri Commission on Human Rights | Housing | Civil rights",
4951,"Progressing Together",1947,,"Tupelo","Mississippi","Progressing Together Publishing Co.","Southern States—Economic conditions | Race relations",
4953,"Progressive Consumer",1931,,"Washington","District of Columbia","Georges, T. Duport","Consumer information | Business",
4954,"Progressive Digest Magazine",1922,,"Cleveland","Ohio","Progressive Digest Publishing Company","Sports | Entertainment | Arts",
4957,"The Progressive Nabi",1969,,"Atlanta","Georgia","Interdenominational Theological Center","Religion | Interdenominational Theological Center",
4958,"The Progressive Negro Funeral Director",1939,,"Atlanta","Georgia","Atlanta College of Embalming and Mortuary Science","Mortuary Science",
4960,"Project Enrichment Newsletter",1962,1962,"Jackson","Mississippi","Jackson State College (Jackson, MS)","Jackson State College (Jackson, MS) | Colleges and universities—Students (continued) | Colleges and universities—Admissions",
4961,"Project Equality News",1968,,"Chicago","Illinois","National Catholic Conference for Interracial Justice","Employment | Ecumenism | Civil rights | Affirmative action",
4962,"The Promethean",1961,,"Washington","District of Columbia","Howard University, Student Council","Short stories | Poetry | Howard University | Essays | Art",
4963,"The Promethian",1933,,"Washington","District of Columbia","Miner Teachers College (Washington, DC)","Miner Teachers College (Washington, DC) | Colleges and universities—Students (continued)",
4964,"The Prophet",1990,1993,"Washington","District of Columbia","Smithsonian African American Association","Recipes | Museums | History | Collectors and collecting | African-American studies",
4965,"Protectionist",1841,1841,"New Garden","Indiana","Executive Committee of the State Anti-Slavery Society","Slavery | Abolitionists",
4967,"Proud",1970,1984,"St. Louis","Missouri","McMillan, Ernie","Social life and customs | Politics | Law and legislation | History | Health | Environment | Education | Civil rights | Careers | Black power",
4968,"Proud Black Images",1971,,"Columbus","Ohio","Black Arts Society’s Creative Writing Workshop","Short stories | Poetry | Photography | Essays | Art",
4971,"Prowl",1992,,"Daytona Beach","Florida","Bethune-Cookman College (Daytona Beach, FL)","Sports | Football | Colleges and universities—Students (continued) | College sports | Bethune-Cookman College (Daytona Beach, FL)",
4972,"Psych Discourse",1969,,"Washington","District of Columbia","ABPsi (Association of Black Psychologists)","Psychology | Employment",
4973,"The Psyclone News Letter",1960,1963,"Petersburg","Virginia","Virginia State University, Department of Psychology","Virginia State University (Petersburg, VA) | Virginia State College, Department of Psychology | Psychology | Colleges and universities—Students (continued)",
4974,"The Puber-Talk",1966,,"Grambling","Louisiana","Grambling State University, Project Upward Bound","Project Upward Bound | Grambling State University (Grambling, LA) | Colleges and universities—Students (continued)",
4975,"The Public Defender",1977,1983,"Baton Rouge","Louisiana","Southern University, School of Law","Southern University and A & M College (Baton Rouge, LA) | Law and legislation",
4976,"Public Policy Paradigm",1992,1995,"Baton Rouge","Louisiana","Southern University (Baton Rouge, LA)","Urban affairs | Southern University and A & M College (Baton Rouge, LA) | Public policy | Colleges and universities",
4977,"Public Programs",1991,,"New York","New York","Schomburg Center for Research in Black Culture","Intellectual life",
4979,"Pulling .... Together: Your Job and Mine",1943,,"Tuskegee","Alabama","Booker T. Washington Publishing Co.","Southern States | Race relations | Education",
4980,"Pullman News",1922,,"Chicago","Illinois","Pullman Company","Railroad employees | Pullman porters | Pullman Company",
4981,"Pullman Porters Review",1913,,"Chicago","Illinois","Review Publishers","Pullman porters | Pullman Company",
4982,"Pulse",1943,,"Washington","District of Columbia","Pulse Publishing Co.","Women | Sports | Politics | Music",
4984,"Purge",1993,,"Greensboro","North Carolina","UP Comics","Comic books, strips, etc.",
4985,"The Purple and Black",1978,,"Atlanta","Georgia","Morris Brown College, Office of Public Relations","Morris Brown College (Atlanta, GA) | Colleges and universities—Students (continued)",
4987,"Purple Pegasus",1943,,"Atlanta","Georgia","Morris Brown College (Atlanta, GA)","Morris Brown College (Atlanta, GA) | Colleges and universities—Students (continued)",
4988,"Purpose Magazine",1991,,"Columbus","Ohio","Ellavation Enterprises, Inc.","Religion | Family | Business",
4989,"PUSH National Magazine",1988,,"Chicago","Illinois","Garthco","Politics | Health | Education | Economics | Business | Africa",
4990,"The Pyramid",1943,1993,"Detroit","Michigan","Ancient Egyptian A.O.N.M.S., Inc.","Freemasons",
4994,"Quarter Notes",1984,,"Houston","Texas","Community Music Center of Houston, Inc.","Musicians | Music",
4995,"Quarterly Anti-slavery Magazine",1835,1837,"New York","New York","American Anti-slavery Society","Slavery | Abolitionists",
4996,"Quarterly Bulletin of Gammon Theological Seminary.",1884,,"Atlanta","Georgia","Gammon Theological Seminary","Theology | Religion | GA) | Colleges and universities—Students (continued)",
4997,"The Quarterly Journal",1932,,"Tallahassee","Florida","Florida A & M College (Tallahassee, FL)","Research | Education (Higher)",
4999,"Quarterly Report of the Washington Bureau, NAACP.",1973,,"Washington","District of Columbia","National Association for the Advancement of Colored People, Washington Bureau","National Association for the Advancement of Colored People",
5000,"Quarterly Report of the Southern Regional Council.",1959,,"Atlanta","Georgia","Southern Regional Council","Southern Regional Council",
5001,"Quarterly Report on the Social and Economic Conditions of Black Americans",1975,,"Washington","District of Columbia","National Urban League, Research Department","Employment | Economics",
5002,"Quarterly Review of Higher Education Among Negroes.",1933,1969,"Charlotte","North Carolina","Johnson C. Smith University (Charlotte, NC)","Education (Higher)",
5004,"The Question Mark",1939,1939,"Chatham","Virginia","Civilian Conservation Corps","Civilian Conservation Corps",
5005,"The R and B Magazine",1970,,"Northridge","California","Pea Vine Music Co.","Rhythm and Blues (Music) | Music reviews | Music | Gospel music | Blues (Music)",
5008,"Race",1967,1967,"Jackson","Mississippi","New Patriot and Race","Segregation | Race relations",
5009,"Race",1935,1936,"New York","New York","Conference on Social and Economic Aspects of the Race Problem","Race relations | Politics | Economics",
5010,"Race and Reason",1994,,"New York","New York","Columbia University, Institute for Research in African-American Studies","African-American studies",
5011,"The Race ‘Crumbling’",1944,,"St. Louis","Missouri","Press Publishing Company","Arts",
5012,"Race Relations: A Monthly Sumtnary of Events and Trends",1943,1948,"Nashville","Tennessee","Fisk University, Social Science Institute","Race relations",
5013,"Race Relations and Industry",1966,,"New York","New York","D. Parke Gibson Associates","Industry | Employment | Economics | Business",
5014,"Race Relations Law Reporter",1956,1967,"Nashville","Tennessee","Vanderbilt University, School of Law","Segregation in education | Race discrimination | Law and legislation | Civil rights",
5015,"Race Relations Law Survey",1969,1972,"Nashville","Tennessee","Vanderbilt University, School of Law","Segregation in education | Race discrimination | Law and legislation | Civil rights",
5016,"Race Relations Reporter",1970,1974,"Nashville","Tennessee","Race Relations Information Center","Race relations",
5017,"The Race Society",1983,,"Kansas City","Missouri","Brooks-Penn, M.","History | Education",
5020,"Racial Digest: Articles of Interest on the Negro",1942,,"Detroit","Michigan","Community Publishing Co. (Detroit, MI)","World War II | Civil rights",
5025,"Racine NAACP Freedom Ledger",1954,1986,"Racine","Wisconsin","National Association for the Advancement of Colored People, Racine Branch","National Association for the Advancement of Colored People, Racine Branch",
5026,"The Radiator",1922,,"Durane","South Carolina","National Negro Insurance Association","National Negro Insurance Association | Insurance",
5027,"Radical Abolitionist",1855,1858,"New York","New York","Central Abolition Committee","Slavery | Politics | Abolitionists",
5028,"Radical’s Digest",1969,,"New York","New York","Baker, Sam","Women | Vietnam War | Radical politics | Labor | Black Panther Party",
5029,"Rafiki: Journal of the Association of Black Gays",1976,,"Venice","California","Association of Black Gays","Lesbians | Homosexuality | Gay men",
5030,"Rage Magazine",1970,,"Denver","Colorado","Holden, James","Community newsletter",
5031,"Ragtime: The Eubie Blake Cultural Center Newsletter.",1984,1986,"Maryland","Maryland","Urban Services Cultural Arts Program","Theater | Photography | Music | Dance | Art",
5032,"Rainbow: The Magazine for Today’s African-Carib- bean People",1985,,"Inwood Station","New York","Gizz-Brown Productions Inc.","Music | Health | Community newsletter | Caribbean area",
5033,"The Rainbow",1919,,"New York","New York","Rainbow Publishing Co.","Short stories | Poetry | History | Essays",
5034,"The Ram: Huston-Tillotson College Alumni & Friends Magazine",1992,,"Austin","Texas","Huston-Tillotson College, Office of Alumni Affairs","Huston-Tillotson College (Austin, TX) | Colleges and universities—Students (continued) | Colleges and universities—Alumni",
5035,"Ram Pages",1989,,"Greensboro","North Carolina","Winston-Salem State University, Publication Office","Salem, NC) | Colleges and universities—Faculty and staff",
5036,"Rama",1975,,"Winston-Salem","North Carolina","Sigma Tau Delta National English Honor Society, Theta Mu Chapter","Poetry | Literature | Authors | Art",
5037,"Rambler",1940,1940,"Aledo","Illinois","Civilian Conservation Corps","Civilian Conservation Corps",
5038,"The Rampant Lion",1995,,"Lansing","Michigan","Golden Voices, Inc.","Audiobooks",
5041,"Rams in Review",1973,1973,"Winston-Salem","North Carolina","Salem, NC)","Salem, NC) | Colleges and universities—Alumni",
5042,"Ramshorn Review",1995,,"Austin","Texas","Huston-Tillotson College (Austin, TX)","Huston-Tillotson College (Austin, TX) | Colleges and universities—Students (continued)",
5043,"Randall Spotlight",1938,,"Washington","District of Columbia","Randall Junior High","Randall Junior High (Washington, DC) | High schools—Students | High school newsletter",
5044,"Random Notes",1964,1973,"Greensboro","North Carolina","Bluford Library","Library collections | Libraries | F.D. Bluford Library, North Carolina A & T State University (Greensboro, NC) | Colleges and universities",
5046,"Rap",1968,1976,"Nashville","Tennessee","Vanderbilt University, Afro-American Association","Short stories | Poetry | Essays",
5047,"Rap",1967,,"Hampton","Virginia","Hampton University, Student Government","Hampton University (Hampton, VA) | Colleges and universities—Students (continued)",
5048,"The Rap Authority",1994,,"Atlanta","Georgia","Wrap Records","Rap music | Music",
5049,"Rap Masters: Reader’s Choice",1990,,"Paramus","New Jersey","Figman, Scott Mitchell","Rap music",
5050,"Rap Pages: The Magazine With an Attitude",1990,,"Beverly Hills","California","Flynt, Larry","Rap music | Music",
5051,"Rap Sheet",1992,,"Los Angeles","California","Stern, Jeffrey A.","Rap music | Music",
5052,"RapLines",1991,,"Washington","District of Columbia","Communovation Associates","Rap music | Poetry | Music",
5053,"The Ras Crest International",1992,,"Decatur","Georgia","Sara/Sara","Reggae music | Rastafari movement | Music (continued) | Afrocentrism",
5054,"Rastamon Times",1994,1997,"Milwaukee","Wisconsin","Irie Vibrations","Reggae music | Rastafari movement | Poetry | Music (continued)",
5056,"Ravers",1989,,"New York","New York","Black Rock Coalition","Rock music | Music (continued)",
5057,"Ravin'",1973,,"Albuquerque","New Mexico","University of New Mexico, Afro-American Student Association Publications and Information Center","University of New Mexico (Albuquerque, NM) | Colleges and universities—Students (continued)",
5058,"Raw: Real African World",1994,,"Atlanta","Georgia","Raw Communications","Politics | Music (continued) | Health | Education | Culture | Business | Arts | Afrocentrism",
5059,"Reaching the City",1988,,"Birmingham","Alabama","Center for Urban Missions","Urban life | Missions | City missions | AL)",
5062,"Reality Check",1997,,"New York","New York","Brotherhood, Inc.","Youth organizations | Boys",
5063,"The Reaper: Metacognitive Man",1993,,"Chicago","Illinois","JAM Graphics Publishing","Comic books, strips, etc.",
5064,"Rebellion News",1965,,"Roxbury","Massachusetts","Rebellion Associates","Community newsletter",
5065,"Recent Acquisitions",1975,1984,"Washington","District of Columbia","Howard University, Moorland-Spingarn Research Center","Moorland-Spingarn Research Center, Howard University | Library collections | Libraries",
5066,"Reconstruction",1990,1994,"Cambridge","Massachusetts","Martin, Karla","Society | Racial identity | Politics | Culture",
5067,"Reconstruction Progres",1984,,"New York","New York","United Haitian Association","Politics | Haitian-Americans",
5068,"The Record",1921,,"Birmingham","Alabama","A.H. Parker High School (Birmingham, AL)","High schools—Students | A.H. Parker High School (Birmingham, AL)",
5069,"The Record",1921,,"Cheyney","Pennsylvania","Cheyney Training School for Teachers","Teacher education | Colleges and universities—Students (continued) | Cheyney Training School for Teachers (Cheyney, PA)",
5071,"Red Rose",1984,,"Dallas","Texas","Bishop College, Department of English and Modern Languages","Short stories | Poetry | Essays | Colleges and universities—Students (continued)",
5072,"The Red Torch: Journal of African American World Studies",1994,,"Iowa City","Iowa","University of Iowa, African American World Studies Program","African-American studies",
5073,"Red Worker",1935,,"New York","New York","Communist Party and the Young Communist League - Workers in the Home Relief Bureau in Harlem","Labor | Communism",
5074,"The Redeemer",1957,,"Washington","District of Columbia","Church of the Redeemer Presbyterian","Religion | Presbyterian Church | Church of the Redeemer Presbyterian",
5075,"Reel Soul",1973,,"Derby","Connecticut","Charlton Publications, Inc.","Television | Music (continued) | Film | Entertainment",
5076,"Reflect",1971,,"Washington","District of Columbia","EUTU Publishing Company","Short stories | Fashion | Arts",
5077,"Reflections",1992,1992,"Jackson","Mississippi","Jackson State University, National Alumni Association, Inc.","Jackson State University (Jackson, MS) | Colleges and universities—Alumni",
5078,"The Reflector",1959,,"Upper Marlboro","Maryland","Prince Georges County Education Association","Prince Georges County Education Association | Education",
5079,"Reflexus",1925,,"Chicago","Illinois","Popular Magazine Corporation","Short stories | Poetry | Essays",
5081,"Reggae Bloodlines",1995,1995,"Decatur","Georgia","Ras Crest Communities, Ltd.","Reggae music | Rastafari movement | Music (continued)",
5082,"Reggae Calendar International",1987,1994,"San Francisco","California","Barham, Barbara","Reggae music | Music (continued)",
5084,"Reggae Report",1983,,"Hallandale","Florida","Quattro, M. Peggy","Reggae music | Music (continued)",
5085,"Reggae Roots Magazine",1992,,"Fauderhill","Florida","I to I Communications Inc.","Reggae music | Music (continued)",
5086,"Region Y’s",1972,,"Columbus","Ohio","YMCA, Great Lakes Region","Young Men’s Christian Association (YMCA)",
5087,"The Rehoboth Beacon",1947,,"Baltimore","Maryland","Church of God in Christ Jesus (Apostolic)","Religion | Church of God in Christ Jesus (Apostolic) (Baltimore, MD)",
5088,"Rejoice!: The Gospel Music Magazine",1987,1994,"University","Mississippi","University of Mississippi, Center for the Study of Southern Culture","Music (continued) | Gospel music",
5089,"Release: A Report from AAES",1983,,"Highland Park","Illinois","American Association for Ethiopian Jews","Judaism | Falashas | Ethiopian-Jews",
5090,"Religion and Race Memo",1966,,"New York","New York","Division of Church and Race of the United Presbyterian Board of National Missions","Religion | Race relations | Presbyterian Church | Missions",
5091,"Reminder",1940,,"Chicago","Illinois","Zion Temple M.B. Church (Chicago, IL)","Religion | Baptist Church",
5092,"Renaissance",1989,1995,"Ardmore","Pennsylvania","Holloman, Suzanne V.","Sports | Health | Business",
5093,"Renaissance 2: A Journal of Afro-American Studies.",1971,1975,"New Haven","Connecticut","Yale University, Afro-American Cultural Center","Self-esteem | Literary criticism | Current events | Africa",
5095,"Renaissance Magazine",1989,1991,"Cleveland","Ohio","Renaissance Magazine, Inc.","History",
5096,"Renaissance Too Magazine",1984,,"Pittsburgh","Pennsylvania","Renaissance Publications","Business—Directories",
5097,"Renamo Watch",1990,1990,"Oakland","California","San Francisco Bay Area Chapter of the Mozambique Support Network","Mozambique",
5098,"Report from the First Onyx Black Cultural Conference.",1970,,"New York","New York","Onyx Publications","Intellectual life | Culture",
5100,"Report on Schools and Finances of Freedom",1866,1870,"Washington","District of Columbia","U.S. Bureau of Refugees, Freedmen and Abandoned Lands","Education",
5101,"Report to Business",1967,,"New York","New York","National Urban League, Commerce and Industry Coucil","Employment | Business",
5102,"Report to the People",1975,1982,"Washington","District of Columbia","Congress of Racial Equality. See CORE Congressional Black Caucus","Law and legislation | Government",
5108,"Republican Convention Daily Bulletin",1920,1920,"Chicago","Illinois","Associated Negro Press","Republican Party | Political campaigns",
5110,"The Republican Liberator",1904,1908,"New Orleans","Louisiana","Longshoreman’s Benevolent Association","Trade Unions | Labor",
5113,"Rescueman",1992,,"Melville","New York","Best Comics","Comic books, strips, etc.",
5114,"The Rescuer",1859,,"Cleveland","Ohio","Cuyahoga County Jail by Political Prisoners","Slavery | Religion | Abolitionists",
5115,"Research & Development News",1987,,"Petersburg","Virginia","Virginia State University (Petersburg, VA)","Virginia State University (Petersburg, VA) | Colleges and universities—Students (continued) | Colleges and universities—Financial aid | Colleges and universities—Exchange programs",
5116,"Research Bulletin",1979,,"Los Angeles","California","Fanon Research and Development Center","Mental health | Health | Family",
5117,"Research Bulletin",1949,,"Tallahassee","Florida","Florida A & M College (Tallahassee, FL)","Research",
5118,"Research Bulletin",1975,,"Lorman","Mississippi","Alcorn State University, Department of Economics","Health | Food | Colleges and universities",
5119,"Research in Action",1956,,"New Orleans","Louisiana","Louisiana Council on Human Relations","Race relations | Civil rights",
5120,"Research Report",1976,,"New York","New York","United Negro College Fund, Research Department","Historically black colleges | Colleges and universities—Students (continued)",
5121,"Research Trends",1988,1991,"Atlanta","Georgia","United Negro College Fund","Historically black colleges | Colleges and universities—Students (continued)",
5122,"Responsibility",1972,1994,"Washington","District of Columbia","National Association of Negro Business and Professional Women’s Clubs","Women | National Association of Negro Business and Professional Women’s Clubs | Business",
5123,"Restoration",1970,1983,"Brooklyn","New York","Bedford-Stuyvesant Restoration Corp.","Historic preservation | Building restoration",
5124,"The Resurrector",1936,1938,"Wadesville","Indiana","Civilian Conservation Corps","Civilian Conservation Corps",
